#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A36E29
#Date Time: 2018-03-02 19:10:23.750
#Trigger:Source: ManualCondition: Rising
#Channel 1: Range: 10 mV/div Offset: -2.5 V
#Currents: 200, 100, 50, 10, 5, 0 mA

Time (s),Channel 1 (V)
-57.464999999999996,2.5398919386525498
-57.449999999999996,2.5398919386525498
-57.434999999999995,2.5398919386525498
-57.419999999999995,2.5398919386525498
-57.404999999999994,2.5398919386525498
-57.389999999999993,2.5398919386525498
-57.374999999999993,2.5398919386525498
-57.359999999999999,2.540226387687023
-57.344999999999999,2.5398919386525498
-57.329999999999998,2.5398919386525498
-57.314999999999998,2.5398919386525498
-57.299999999999997,2.540226387687023
-57.284999999999997,2.5398919386525498
-57.269999999999996,2.5395574896180766
-57.254999999999995,2.5395574896180766
-57.239999999999995,2.5398919386525498
-57.224999999999994,2.5398919386525498
-57.209999999999994,2.5395574896180766
-57.194999999999993,2.5398919386525498
-57.179999999999993,2.5395574896180766
-57.164999999999999,2.540226387687023
-57.149999999999999,2.5398919386525498
-57.134999999999998,2.5398919386525498
-57.119999999999997,2.5398919386525498
-57.104999999999997,2.5398919386525498
-57.089999999999996,2.5398919386525498
-57.074999999999996,2.5398919386525498
-57.059999999999995,2.5398919386525498
-57.044999999999995,2.5398919386525498
-57.029999999999994,2.5398919386525498
-57.014999999999993,2.5395574896180766
-56.999999999999993,2.5398919386525498
-56.984999999999999,2.5398919386525498
-56.969999999999999,2.5398919386525498
-56.954999999999998,2.5398919386525498
-56.939999999999998,2.5398919386525498
-56.924999999999997,2.5398919386525498
-56.909999999999997,2.540226387687023
-56.894999999999996,2.5398919386525498
-56.879999999999995,2.540226387687023
-56.864999999999995,2.5398919386525498
-56.849999999999994,2.5398919386525498
-56.834999999999994,2.5398919386525498
-56.819999999999993,2.5398919386525498
-56.804999999999993,2.540226387687023
-56.789999999999999,2.5398919386525498
-56.774999999999999,2.5398919386525498
-56.759999999999998,2.5398919386525498
-56.744999999999997,2.5398919386525498
-56.729999999999997,2.5398919386525498
-56.714999999999996,2.5395574896180766
-56.699999999999996,2.5395574896180766
-56.684999999999995,2.540226387687023
-56.669999999999995,2.5398919386525498
-56.654999999999994,2.540226387687023
-56.639999999999993,2.5395574896180766
-56.624999999999993,2.5398919386525498
-56.609999999999999,2.5398919386525498
-56.594999999999999,2.5395574896180766
-56.579999999999998,2.5398919386525498
-56.564999999999998,2.540226387687023
-56.549999999999997,2.5398919386525498
-56.534999999999997,2.5398919386525498
-56.519999999999996,2.5398919386525498
-56.504999999999995,2.540226387687023
-56.489999999999995,2.5395574896180766
-56.474999999999994,2.5392230405836034
-56.459999999999994,2.5395574896180766
-56.444999999999993,2.5398919386525498
-56.429999999999993,2.5395574896180766
-56.414999999999999,2.5398919386525498
-56.399999999999999,2.5395574896180766
-56.384999999999998,2.5398919386525498
-56.369999999999997,2.5395574896180766
-56.354999999999997,2.5395574896180766
-56.339999999999996,2.5398919386525498
-56.324999999999996,2.5398919386525498
-56.309999999999995,2.5398919386525498
-56.294999999999995,2.5395574896180766
-56.279999999999994,2.5395574896180766
-56.264999999999993,2.5395574896180766
-56.249999999999993,2.5395574896180766
-56.234999999999999,2.5398919386525498
-56.219999999999999,2.5398919386525498
-56.204999999999998,2.5398919386525498
-56.189999999999998,2.5398919386525498
-56.174999999999997,2.5398919386525498
-56.159999999999997,2.540226387687023
-56.144999999999996,2.5395574896180766
-56.129999999999995,2.5398919386525498
-56.114999999999995,2.5398919386525498
-56.099999999999994,2.5398919386525498
-56.084999999999994,2.5398919386525498
-56.069999999999993,2.5398919386525498
-56.054999999999993,2.5395574896180766
-56.039999999999999,2.5395574896180766
-56.024999999999999,2.5395574896180766
-56.009999999999998,2.5395574896180766
-55.994999999999997,2.5395574896180766
-55.979999999999997,2.540226387687023
-55.964999999999996,2.5398919386525498
-55.949999999999996,2.5395574896180766
-55.934999999999995,2.5395574896180766
-55.919999999999995,2.5395574896180766
-55.904999999999994,2.5398919386525498
-55.889999999999993,2.5395574896180766
-55.874999999999993,2.5395574896180766
-55.859999999999999,2.5398919386525498
-55.844999999999999,2.5398919386525498
-55.829999999999998,2.5398919386525498
-55.814999999999998,2.5395574896180766
-55.799999999999997,2.5398919386525498
-55.784999999999997,2.5398919386525498
-55.769999999999996,2.5395574896180766
-55.754999999999995,2.5398919386525498
-55.739999999999995,2.5398919386525498
-55.724999999999994,2.5398919386525498
-55.709999999999994,2.540226387687023
-55.694999999999993,2.5398919386525498
-55.679999999999993,2.5398919386525498
-55.664999999999999,2.5398919386525498
-55.649999999999999,2.540226387687023
-55.634999999999998,2.5398919386525498
-55.619999999999997,2.5398919386525498
-55.604999999999997,2.5398919386525498
-55.589999999999996,2.5398919386525498
-55.574999999999996,2.5398919386525498
-55.559999999999995,2.5398919386525498
-55.544999999999995,2.540226387687023
-55.529999999999994,2.5398919386525498
-55.514999999999993,2.540226387687023
-55.499999999999993,2.5398919386525498
-55.484999999999999,2.5398919386525498
-55.469999999999999,2.5395574896180766
-55.454999999999998,2.5398919386525498
-55.439999999999998,2.5398919386525498
-55.424999999999997,2.5398919386525498
-55.409999999999997,2.5395574896180766
-55.394999999999996,2.5398919386525498
-55.379999999999995,2.540226387687023
-55.364999999999995,2.540226387687023
-55.349999999999994,2.5398919386525498
-55.334999999999994,2.540226387687023
-55.319999999999993,2.5398919386525498
-55.304999999999993,2.5398919386525498
-55.289999999999999,2.5398919386525498
-55.274999999999999,2.5398919386525498
-55.259999999999998,2.5398919386525498
-55.244999999999997,2.5398919386525498
-55.229999999999997,2.5398919386525498
-55.214999999999996,2.540226387687023
-55.199999999999996,2.540226387687023
-55.184999999999995,2.5398919386525498
-55.169999999999995,2.5398919386525498
-55.154999999999994,2.5395574896180766
-55.139999999999993,2.5395574896180766
-55.124999999999993,2.5398919386525498
-55.109999999999999,2.5398919386525498
-55.094999999999999,2.5398919386525498
-55.079999999999998,2.5398919386525498
-55.064999999999998,2.5398919386525498
-55.049999999999997,2.5398919386525498
-55.034999999999997,2.540226387687023
-55.019999999999996,2.540226387687023
-55.004999999999995,2.5398919386525498
-54.989999999999995,2.5395574896180766
-54.974999999999994,2.5398919386525498
-54.959999999999994,2.540226387687023
-54.944999999999993,2.5398919386525498
-54.929999999999993,2.539557489618077
-54.914999999999999,2.540226387687023
-54.899999999999999,2.5398919386525498
-54.884999999999998,2.540226387687023
-54.869999999999997,2.5398919386525498
-54.854999999999997,2.5398919386525498
-54.839999999999996,2.540226387687023
-54.824999999999996,2.5398919386525498
-54.809999999999995,2.5398919386525498
-54.794999999999995,2.5398919386525498
-54.779999999999994,2.5398919386525498
-54.764999999999993,2.5398919386525498
-54.749999999999993,2.5398919386525498
-54.734999999999999,2.5398919386525498
-54.719999999999999,2.5398919386525498
-54.704999999999998,2.5398919386525498
-54.689999999999998,2.5398919386525498
-54.674999999999997,2.5398919386525498
-54.659999999999997,2.540226387687023
-54.644999999999996,2.5398919386525498
-54.629999999999995,2.5398919386525498
-54.614999999999995,2.540226387687023
-54.599999999999994,2.5398919386525498
-54.584999999999994,2.5398919386525498
-54.569999999999993,2.5398919386525498
-54.554999999999993,2.5398919386525498
-54.539999999999999,2.5398919386525498
-54.524999999999999,2.5398919386525498
-54.509999999999998,2.540226387687023
-54.494999999999997,2.5398919386525498
-54.479999999999997,2.5398919386525498
-54.464999999999996,2.5395574896180766
-54.449999999999996,2.5398919386525498
-54.434999999999995,2.5398919386525498
-54.419999999999995,2.5398919386525498
-54.404999999999994,2.5395574896180766
-54.389999999999993,2.5398919386525498
-54.374999999999993,2.540226387687023
-54.359999999999999,2.540226387687023
-54.344999999999999,2.5398919386525498
-54.329999999999998,2.5398919386525498
-54.314999999999998,2.5395574896180766
-54.299999999999997,2.5398919386525498
-54.284999999999997,2.5395574896180766
-54.269999999999996,2.5398919386525498
-54.254999999999995,2.5398919386525498
-54.239999999999995,2.5398919386525498
-54.224999999999994,2.5398919386525498
-54.209999999999994,2.5398919386525498
-54.194999999999993,2.5398919386525498
-54.179999999999993,2.5398919386525498
-54.164999999999999,2.5398919386525498
-54.149999999999999,2.5398919386525498
-54.134999999999998,2.5398919386525498
-54.119999999999997,2.5398919386525498
-54.104999999999997,2.540226387687023
-54.089999999999996,2.5398919386525498
-54.074999999999996,2.5392230405836034
-54.059999999999995,2.540226387687023
-54.044999999999995,2.5395574896180766
-54.029999999999994,2.5398919386525498
-54.014999999999993,2.5398919386525498
-53.999999999999993,2.5398919386525498
-53.984999999999999,2.5398919386525498
-53.969999999999999,2.5395574896180766
-53.954999999999998,2.5398919386525498
-53.939999999999998,2.5398919386525498
-53.924999999999997,2.5398919386525498
-53.909999999999997,2.5398919386525498
-53.894999999999996,2.5398919386525498
-53.879999999999995,2.5398919386525498
-53.864999999999995,2.5398919386525498
-53.849999999999994,2.5398919386525498
-53.834999999999994,2.5398919386525498
-53.819999999999993,2.5398919386525498
-53.805,2.5398919386525498
-53.789999999999999,2.5398919386525498
-53.774999999999999,2.5398919386525498
-53.759999999999998,2.5398919386525498
-53.744999999999997,2.5398919386525498
-53.729999999999997,2.5398919386525498
-53.714999999999996,2.5398919386525498
-53.699999999999996,2.5398919386525498
-53.684999999999995,2.5398919386525498
-53.669999999999995,2.5395574896180766
-53.654999999999994,2.5398919386525498
-53.639999999999993,2.540226387687023
-53.624999999999993,2.5398919386525498
-53.609999999999999,2.5398919386525498
-53.594999999999999,2.5398919386525498
-53.579999999999998,2.5398919386525498
-53.564999999999998,2.5398919386525498
-53.549999999999997,2.5398919386525498
-53.534999999999997,2.5398919386525498
-53.519999999999996,2.5398919386525498
-53.504999999999995,2.5395574896180766
-53.489999999999995,2.5398919386525498
-53.474999999999994,2.5398919386525498
-53.459999999999994,2.540226387687023
-53.444999999999993,2.5395574896180766
-53.43,2.5398919386525498
-53.414999999999999,2.5395574896180766
-53.399999999999999,2.540226387687023
-53.384999999999998,2.540226387687023
-53.369999999999997,2.5398919386525498
-53.354999999999997,2.5398919386525498
-53.339999999999996,2.5398919386525498
-53.324999999999996,2.5398919386525498
-53.309999999999995,2.5398919386525498
-53.294999999999995,2.540226387687023
-53.279999999999994,2.5398919386525498
-53.264999999999993,2.5398919386525498
-53.249999999999993,2.5398919386525498
-53.234999999999999,2.5398919386525498
-53.219999999999999,2.540226387687023
-53.204999999999998,2.5398919386525498
-53.189999999999998,2.5398919386525498
-53.174999999999997,2.540226387687023
-53.159999999999997,2.540226387687023
-53.144999999999996,2.5398919386525498
-53.129999999999995,2.5398919386525498
-53.114999999999995,2.5395574896180766
-53.099999999999994,2.5398919386525498
-53.084999999999994,2.540226387687023
-53.069999999999993,2.5398919386525498
-53.055,2.5395574896180766
-53.039999999999999,2.5398919386525498
-53.024999999999999,2.5398919386525498
-53.009999999999998,2.540226387687023
-52.994999999999997,2.540226387687023
-52.979999999999997,2.540226387687023
-52.964999999999996,2.5398919386525498
-52.949999999999996,2.5398919386525498
-52.934999999999995,2.5398919386525498
-52.919999999999995,2.5395574896180766
-52.904999999999994,2.540226387687023
-52.889999999999993,2.5398919386525498
-52.874999999999993,2.5398919386525498
-52.859999999999999,2.540226387687023
-52.844999999999999,2.540226387687023
-52.829999999999998,2.5398919386525498
-52.814999999999998,2.5398919386525498
-52.799999999999997,2.540226387687023
-52.784999999999997,2.5398919386525498
-52.769999999999996,2.5398919386525498
-52.754999999999995,2.5398919386525498
-52.739999999999995,2.540226387687023
-52.724999999999994,2.540226387687023
-52.709999999999994,2.5398919386525498
-52.694999999999993,2.5398919386525498
-52.68,2.5398919386525498
-52.664999999999999,2.5398919386525498
-52.649999999999999,2.5398919386525498
-52.634999999999998,2.5398919386525498
-52.619999999999997,2.5398919386525498
-52.604999999999997,2.540226387687023
-52.589999999999996,2.5398919386525498
-52.574999999999996,2.5395574896180766
-52.559999999999995,2.5398919386525498
-52.544999999999995,2.5398919386525498
-52.529999999999994,2.5398919386525498
-52.514999999999993,2.540226387687023
-52.499999999999993,2.5398919386525498
-52.484999999999999,2.5398919386525498
-52.469999999999999,2.5398919386525498
-52.454999999999998,2.5398919386525498
-52.439999999999998,2.5398919386525498
-52.424999999999997,2.5398919386525498
-52.409999999999997,2.5398919386525498
-52.394999999999996,2.5395574896180766
-52.379999999999995,2.5398919386525498
-52.364999999999995,2.5398919386525498
-52.349999999999994,2.5398919386525498
-52.334999999999994,2.5398919386525498
-52.319999999999993,2.540226387687023
-52.305,2.5398919386525498
-52.289999999999999,2.5398919386525498
-52.274999999999999,2.5398919386525498
-52.259999999999998,2.5395574896180766
-52.244999999999997,2.5395574896180766
-52.229999999999997,2.5395574896180766
-52.214999999999996,2.5392230405836034
-52.199999999999996,2.5398919386525498
-52.184999999999995,2.540226387687023
-52.169999999999995,2.5395574896180766
-52.154999999999994,2.5398919386525498
-52.139999999999993,2.5398919386525498
-52.124999999999993,2.5398919386525498
-52.109999999999999,2.5395574896180766
-52.094999999999999,2.5398919386525498
-52.079999999999998,2.5398919386525498
-52.064999999999998,2.5398919386525498
-52.049999999999997,2.5398919386525498
-52.034999999999997,2.5395574896180766
-52.019999999999996,2.5398919386525498
-52.004999999999995,2.5398919386525498
-51.989999999999995,2.5395574896180766
-51.974999999999994,2.5395574896180766
-51.959999999999994,2.5398919386525498
-51.944999999999993,2.5395574896180766
-51.93,2.5395574896180766
-51.914999999999999,2.5398919386525498
-51.899999999999999,2.5398919386525498
-51.884999999999998,2.5398919386525498
-51.869999999999997,2.5398919386525498
-51.854999999999997,2.5395574896180766
-51.839999999999996,2.5398919386525498
-51.824999999999996,2.5398919386525498
-51.809999999999995,2.5395574896180766
-51.794999999999995,2.5398919386525498
-51.779999999999994,2.5398919386525498
-51.764999999999993,2.5398919386525498
-51.749999999999993,2.5398919386525498
-51.734999999999999,2.5398919386525498
-51.719999999999999,2.5395574896180766
-51.704999999999998,2.5395574896180766
-51.689999999999998,2.5398919386525498
-51.674999999999997,2.5392230405836034
-51.659999999999997,2.5398919386525498
-51.644999999999996,2.5395574896180766
-51.629999999999995,2.5392230405836034
-51.614999999999995,2.5398919386525498
-51.599999999999994,2.5398919386525498
-51.584999999999994,2.5398919386525498
-51.569999999999993,2.5398919386525498
-51.555,2.5398919386525498
-51.539999999999999,2.5395574896180766
-51.524999999999999,2.5398919386525498
-51.509999999999998,2.5398919386525498
-51.494999999999997,2.5398919386525498
-51.479999999999997,2.5395574896180766
-51.464999999999996,2.5395574896180766
-51.449999999999996,2.5395574896180766
-51.434999999999995,2.5398919386525498
-51.419999999999995,2.5398919386525498
-51.404999999999994,2.5398919386525498
-51.389999999999993,2.5395574896180766
-51.374999999999993,2.5398919386525498
-51.359999999999999,2.5395574896180766
-51.344999999999999,2.5395574896180766
-51.329999999999998,2.5395574896180766
-51.314999999999998,2.5395574896180766
-51.299999999999997,2.5398919386525498
-51.284999999999997,2.5395574896180766
-51.269999999999996,2.5395574896180766
-51.254999999999995,2.5392230405836034
-51.239999999999995,2.5395574896180766
-51.224999999999994,2.5395574896180766
-51.209999999999994,2.5395574896180766
-51.194999999999993,2.5392230405836034
-51.18,2.5395574896180766
-51.164999999999999,2.5398919386525498
-51.149999999999999,2.5395574896180766
-51.134999999999998,2.5395574896180766
-51.119999999999997,2.5395574896180766
-51.104999999999997,2.5395574896180766
-51.089999999999996,2.5395574896180766
-51.074999999999996,2.5398919386525498
-51.059999999999995,2.5398919386525498
-51.044999999999995,2.5398919386525498
-51.029999999999994,2.5395574896180766
-51.014999999999993,2.5398919386525498
-50.999999999999993,2.5398919386525498
-50.984999999999999,2.5398919386525498
-50.969999999999999,2.5398919386525498
-50.954999999999998,2.5392230405836034
-50.939999999999998,2.5395574896180766
-50.924999999999997,2.5398919386525498
-50.909999999999997,2.5398919386525498
-50.894999999999996,2.540226387687023
-50.879999999999995,2.5398919386525498
-50.864999999999995,2.5398919386525498
-50.849999999999994,2.5395574896180766
-50.834999999999994,2.5398919386525498
-50.819999999999993,2.5398919386525498
-50.805,2.5398919386525498
-50.789999999999999,2.5395574896180766
-50.774999999999999,2.5398919386525498
-50.759999999999998,2.5398919386525498
-50.744999999999997,2.5395574896180766
-50.729999999999997,2.5395574896180766
-50.714999999999996,2.5398919386525498
-50.699999999999996,2.5398919386525498
-50.684999999999995,2.5398919386525498
-50.669999999999995,2.5398919386525498
-50.654999999999994,2.5398919386525498
-50.639999999999993,2.5398919386525498
-50.624999999999993,2.5398919386525498
-50.609999999999999,2.5398919386525498
-50.594999999999999,2.5398919386525498
-50.579999999999998,2.5398919386525498
-50.564999999999998,2.5398919386525498
-50.549999999999997,2.5398919386525498
-50.534999999999997,2.5395574896180766
-50.519999999999996,2.5395574896180766
-50.504999999999995,2.5398919386525498
-50.489999999999995,2.5395574896180766
-50.474999999999994,2.5395574896180766
-50.459999999999994,2.5398919386525498
-50.444999999999993,2.5395574896180766
-50.43,2.5398919386525498
-50.414999999999999,2.5398919386525498
-50.399999999999999,2.5398919386525498
-50.384999999999998,2.5398919386525498
-50.369999999999997,2.5395574896180766
-50.354999999999997,2.5398919386525498
-50.339999999999996,2.5395574896180766
-50.324999999999996,2.5398919386525498
-50.309999999999995,2.5395574896180766
-50.294999999999995,2.5398919386525498
-50.279999999999994,2.5395574896180766
-50.264999999999993,2.5398919386525498
-50.249999999999993,2.5398919386525498
-50.234999999999999,2.5398919386525498
-50.219999999999999,2.5395574896180766
-50.204999999999998,2.5398919386525498
-50.189999999999998,2.5398919386525498
-50.174999999999997,2.5398919386525498
-50.159999999999997,2.5395574896180766
-50.144999999999996,2.5398919386525498
-50.129999999999995,2.5398919386525498
-50.114999999999995,2.5398919386525498
-50.099999999999994,2.5398919386525498
-50.084999999999994,2.5398919386525498
-50.069999999999993,2.5398919386525498
-50.055,2.5398919386525498
-50.039999999999999,2.5398919386525498
-50.024999999999999,2.5398919386525498
-50.009999999999998,2.5398919386525498
-49.994999999999997,2.5398919386525498
-49.979999999999997,2.5398919386525498
-49.964999999999996,2.540226387687023
-49.949999999999996,2.5398919386525498
-49.934999999999995,2.5398919386525498
-49.919999999999995,2.540226387687023
-49.904999999999994,2.540226387687023
-49.889999999999993,2.5398919386525498
-49.875,2.5395574896180766
-49.859999999999999,2.540226387687023
-49.844999999999999,2.5398919386525498
-49.829999999999998,2.5398919386525498
-49.814999999999998,2.5395574896180766
-49.799999999999997,2.5398919386525498
-49.784999999999997,2.5398919386525498
-49.769999999999996,2.5398919386525498
-49.754999999999995,2.5398919386525498
-49.739999999999995,2.5398919386525498
-49.724999999999994,2.5395574896180766
-49.709999999999994,2.5398919386525498
-49.694999999999993,2.5398919386525498
-49.68,2.5398919386525498
-49.664999999999999,2.5398919386525498
-49.649999999999999,2.5398919386525498
-49.634999999999998,2.5395574896180766
-49.619999999999997,2.540226387687023
-49.604999999999997,2.5398919386525498
-49.589999999999996,2.5398919386525498
-49.574999999999996,2.5398919386525498
-49.559999999999995,2.5398919386525498
-49.544999999999995,2.5398919386525498
-49.529999999999994,2.5398919386525498
-49.514999999999993,2.5398919386525498
-49.5,2.5395574896180766
-49.484999999999999,2.5398919386525498
-49.469999999999999,2.5395574896180766
-49.454999999999998,2.5395574896180766
-49.439999999999998,2.5398919386525498
-49.424999999999997,2.5395574896180766
-49.409999999999997,2.5398919386525498
-49.394999999999996,2.5398919386525498
-49.379999999999995,2.5398919386525498
-49.364999999999995,2.5398919386525498
-49.349999999999994,2.5398919386525498
-49.334999999999994,2.5398919386525498
-49.319999999999993,2.5398919386525498
-49.305,2.5398919386525498
-49.289999999999999,2.5398919386525498
-49.274999999999999,2.540226387687023
-49.259999999999998,2.540226387687023
-49.244999999999997,2.5398919386525498
-49.229999999999997,2.5398919386525498
-49.214999999999996,2.5398919386525498
-49.199999999999996,2.5398919386525498
-49.184999999999995,2.540226387687023
-49.169999999999995,2.540226387687023
-49.154999999999994,2.5398919386525498
-49.139999999999993,2.540226387687023
-49.125,2.5398919386525498
-49.109999999999999,2.5398919386525498
-49.094999999999999,2.5398919386525498
-49.079999999999998,2.540226387687023
-49.064999999999998,2.5398919386525498
-49.049999999999997,2.5398919386525498
-49.034999999999997,2.540226387687023
-49.019999999999996,2.540226387687023
-49.004999999999995,2.5398919386525498
-48.989999999999995,2.5398919386525498
-48.974999999999994,2.5398919386525498
-48.959999999999994,2.5398919386525498
-48.944999999999993,2.5398919386525498
-48.93,2.5395574896180766
-48.914999999999999,2.5398919386525498
-48.899999999999999,2.540226387687023
-48.884999999999998,2.5398919386525498
-48.869999999999997,2.5398919386525498
-48.854999999999997,2.5398919386525498
-48.839999999999996,2.5398919386525498
-48.824999999999996,2.540226387687023
-48.809999999999995,2.5398919386525498
-48.794999999999995,2.5398919386525498
-48.779999999999994,2.5398919386525498
-48.764999999999993,2.5398919386525498
-48.75,2.5398919386525498
-48.734999999999999,2.540226387687023
-48.719999999999999,2.5398919386525498
-48.704999999999998,2.5398919386525498
-48.689999999999998,2.5398919386525498
-48.674999999999997,2.5398919386525498
-48.659999999999997,2.5398919386525498
-48.644999999999996,2.5398919386525498
-48.629999999999995,2.5398919386525498
